seqname	start	end	gene_symbol
chr1	22427106	22427853	RP1-224A6.9
chr1	22443806	22470462	WNT4
chr1	22469343	22483894	AL445253.1
chr1	22592732	22592793	MIR4418
chr1	22649333	22649824	PPIAP34
chr1	22691123	22692975	AL591122.1
chr1	22755331	22857650	ZBTB40
chr1	22843967	22846201	ZBTB40-IT1
chr1	22889982	22930088	EPHA8
chr1	22963121	22966171	C1QA
chr1	22970126	22974603	C1QC
chr1	22979255	22988130	C1QB
chr1	23037332	23247993	EPHB2
chr1	23046010	23046091	MIR4684
chr1	23075310	23075404	AL611946.1
chr1	23162206	23163342	AL512444.1
chr1	23189652	23189719	MIR4253
chr1	23279536	23291831	LACTBL1
chr1	23337327	23342345	TEX46
chr1	23345936	23410182	KDM1A
chr1	23346640	23414551	AL031428.1
chr1	23370798	23370865	MIR3115
chr1	23384351	23384427	MIR4419A
chr1	23410516	23504301	LUZP1
chr1	23466818	23467635	AL161672.1
chr1	23489197	23489303	RNU6-514P
chr1	23490446	23490546	RNU6-135P
chr1	23518388	23521222	HTR1D
chr1	23571258	23571717	AL109936.1
chr1	23607800	23613981	LINC01355
chr1	23624290	23629359	AL109936.6
chr1	23630264	23670829	HNRNPR
chr1	23685941	23696329	ZNF436
chr1	23695490	23698332	ZNF436-AS1
chr1	23696747	23696839	Y_RNA
chr1	23704873	23705522	AL109936.2
chr1	23707554	23751233	TCEA3
chr1	23737325	23738639	AL357134.1
chr1	23755056	23811061	ASAP3
chr1	23832930	23857725	E2F2
chr1	23875630	23877406	AL021154.1
chr1	23884417	23885992	ID3
chr1	23902926	23920111	AL450043.1
chr1	23907985	23967058	MDS2
chr1	23996784	24006749	AL451000.1
chr1	24018232	24023325	RPL11
chr1	24032291	24033424	RP5-886K2.1
chr1	24033391	24104786	ELOA-AS1
chr1	24063100	24063380	RN7SL532P
chr1	24069645	24088549	ELOA
chr1	24104908	24114722	PITHD1
chr1	24117635	24122029	LYPLA2
chr1	24122089	24127271	GALE
chr1	24128375	24165110	HMGCL
chr1	24171567	24194784	FUCA1
chr1	24197005	24239852	CNR2
chr1	24208284	24208575	RN7SL24P
chr1	24208745	24208842	snoU13
chr1	24227961	24229227	BTBD6P1
chr1	24233601	24234375	AL590609.3
chr1	24255560	24255637	MIR378F
chr1	24275506	24275873	AL590609.2
chr1	24283329	24289952	PNRC2
chr1	24291294	24307417	SRSF10
chr1	24334371	24335009	AL590609.1
chr1	24367325	24413289	AL591178.1
chr1	24382525	24438625	MYOM3
chr1	24393264	24410055	AL591178.2
chr1	24446261	24469630	IL22RA1
chr1	24480658	24514449	IFNLR1
chr1	24526730	24538183	AL590683.1
chr1	24554407	24554520	AL590683.1
chr1	24606257	24606345	AL590683.2
chr1	24634046	24648391	AL138902.1
chr1	24645812	24690972	GRHL3
chr1	24683489	24743424	STPG1
chr1	24742292	24799466	NIPAL3
chr1	24822744	24861890	RCAN3AS
chr1	24828841	24867530	RCAN3
chr1	24855945	24856204	RN7SL857P
chr1	24865292	24882515	AL445686.2
chr1	24882578	24935819	NCMAP
chr1	24890118	24890465	AL445686.1
chr1	24951902	24952004	Y_RNA
chr1	24958207	24999772	SRRM1
chr1	24993474	24993578	snoU13
chr1	25031385	25044087	AL445648.1
chr1	25071873	25170812	CLIC4
chr1	25104364	25104470	RNU6-1208P
chr1	25226002	25291612	RUNX3
chr1	25287836	25289588	AL445471.1
chr1	25294914	25297356	AL445471.2
chr1	25349994	25350077	MIR4425
chr1	25367627	25373895	AL050344.2
chr1	25370198	25439611	AL050344.1
chr1	25451544	25451945	AL121994.1
chr1	25534630	25535928	AL031432.1
chr1	25548767	25558993	SYF2
chr1	25559077	25561266	AL031432.4
chr1	25565985	25566744	AL031432.5
chr1	25568740	25664704	RSRP1
chr1	25574328	25574812	AL031432.3
chr1	25592593	25593627	AL031432.2
chr1	25598884	25656936	RHD
chr1	25620655	25621134	SDHDP6
chr1	25662920	25663956	AL928711.1
chr1	25664808	25688852	TMEM50A
chr1	25667462	25667525	RNU6-1171P
chr1	25672765	25672868	snoU13
chr1	25688740	25756683	RHCE
chr1	25725212	25725689	AL031284.1
chr1	25732722	25732780	AL031284.1
chr1	25757349	25826700	MACO1
chr1	25870071	25895377	LDLRAP1
chr1	25907969	25916847	AL606491.1
chr1	25943959	26112698	MAN1C1
chr1	25971035	25985602	AL031280.1
chr1	26126667	26144712	SELENON
chr1	26137961	26150235	AL020996.2
chr1	26143240	26147288	AL020996.1
chr1	26145131	26159433	MTFR1L
chr1	26158404	26158625	AL020996.3
chr1	26158404	26185949	AUNIP
chr1	26186104	26189911	AL033528.2
chr1	26187701	26197744	PAQR7
chr1	26203987	26204096	Y_RNA
chr1	26210672	26233482	STMN1
chr1	26213851	26214101	SNRPFP2
chr1	26215461	26215600	AL033528.1
chr1	26232853	26232945	MIR3917
chr1	26238240	26238313	AL033528.1
chr1	26286258	26324608	PAFAH2
chr1	26290688	26290791	RNU6-110P
chr1	26332497	26332621	SCARNA17
chr1	26332707	26332790	SCARNA18
chr1	26346375	26362955	EXTL1
chr1	26363743	26372624	SLC30A2
chr1	26373156	26375590	AL391650.2
chr1	26377795	26394927	TRIM63
chr1	26398069	26398168	AL391650.1
chr1	26437656	26452046	PDIK1L
chr1	26485570	26490453	FAM110D
chr1	26490652	26495072	C1orf232
chr1	26496007	26498322	AL391650.1
chr1	26496399	26497364	ZNF593
chr1	26503975	26516375	CNKSR1
chr1	26517052	26529459	CATSPER4
chr1	26536232	26556331	AL355877.1
chr1	26545072	26546967	AL355877.3
chr1	26560691	26605299	CEP85
chr1	26589532	26589889	AL355877.2
chr1	26606577	26608013	SH3BGRL3
chr1	26607819	26644854	UBXN11
chr1	26644449	26647014	CD52
chr1	26648189	26686571	CRYBG2
chr1	26653179	26653524	AL451139.1
chr1	26674956	26675210	RN7SL490P
chr1	26688125	26701013	ZNF683
chr1	26737308	26756219	LIN28A
chr1	26758773	26797797	DHDDS
chr1	26781144	26781678	AL513365.1
chr1	26789247	26794505	AL513365.2
chr1	26798931	26803133	HMGN2
chr1	26845845	26846741	DPPA2P2
chr1	26856252	26901521	RPS6KA1
chr1	26881033	26881084	MIR1976
chr1	26919737	26920037	RN7SL679P
chr1	26920431	26920532	Y_RNA
chr1	26966868	26967105	AL627313.1
chr1	26968777	26968880	snoU13
chr1	26973938	26974172	AL627082.1
chr1	27018623	27020622	AL512408.1
chr1	27019727	27108595	ARID1A
chr1	27090115	27090393	RN7SL501P
chr1	27113963	27124889	PIGV
chr1	27141313	27141601	RN7SL165P
chr1	27143791	27143967	AL034380.2
chr1	27153179	27184095	ZDHHC18
chr1	27189640	27190947	SFN
chr1	27202623	27216774	GPN2
chr1	27202624	27204736	AL034380.1
chr1	27216979	27226958	GPATCH3
chr1	27226729	27273362	NUDC
chr1	27237980	27240466	NR0B2
chr1	27276053	27286959	KDF1
chr1	27306656	27307466	RPL12P13
chr1	27310119	27310515	AL356390.1
chr1	27312388	27312831	OSTCP2
chr1	27320183	27327377	TRNP1
chr1	27331511	27339341	TENT5B
chr1	27425300	27493472	SLC9A1
chr1	27503242	27503768	AL590640.2
chr1	27527325	27527964	CHCHD3P3
chr1	27533421	27534287	NPM1P39
chr1	27537756	27537975	SNRPEP7
chr1	27555597	27560843	AL590640.1
chr1	27561123	27635127	WDTC1
chr1	27581955	27582058	Y_RNA
chr1	27637731	27638329	FO393419.3
chr1	27648636	27662891	TMEM222
chr1	27651710	27651816	RNU6-48P
chr1	27651820	27652287	ACTG1P20
chr1	27668511	27680428	SYTL1
chr1	27680558	27693452	MAP3K6
chr1	27695603	27701315	FCN3
chr1	27705666	27709823	CD164L2
chr1	27715972	27716649	FO393419.1
chr1	27719126	27722318	GPR3
chr1	27730734	27816678	WASF2
chr1	27783709	27786093	FO393419.2
chr1	27852316	27857072	BX293535.1
chr1	27860546	27930942	AHDC1
chr1	27938575	27961696	FGR
chr1	27975930	27976121	AL031729.1
chr1	27986839	27989233	LINC02574
chr1	27992575	27998709	IFI6
chr1	27995979	28029574	AL445490.1
chr1	28002114	28002220	RNU6-949P
chr1	28013321	28013982	CHMP1AP1
chr1	28020242	28020346	RNU6-424P
chr1	28051333	28052267	AL020997.5
chr1	28052490	28089633	FAM76A
chr1	28065602	28065950	AL020997.1
chr1	28066465	28067140	RPEP3
chr1	28099730	28150954	STX12
chr1	28100369	28100552	AL020997.2
chr1	28146494	28146852	AL020997.3
chr1	28151049	28151154	RNU6-1245P
chr1	28154323	28157720	AL020997.4
chr1	28157293	28178187	PPP1R8
chr1	28160912	28161077	SCARNA1
chr1	28177085	28177255	AL109927.1
chr1	28199054	28213196	THEMIS2
chr1	28218035	28241257	RPA2
chr1	28261511	28285668	SMPDL3B
chr1	28265386	28286704	AL512288.1
chr1	28285973	28294607	XKR8
chr1	28296855	28415148	EYA3
chr1	28316669	28317035	AL512288.2
chr1	28358397	28358691	RN7SL559P
chr1	28422253	28422933	SPCS2P4
chr1	28436250	28436809	AL137792.2
chr1	28446960	28447832	AL137792.1
chr1	28469248	28469352	RNU6-176P
chr1	28470667	28470728	RNU7-29P
chr1	28473677	28520447	PTAFR
chr1	28525967	28559540	DNAJC8
chr1	28527013	28527152	AL353354.1
chr1	28527070	28527419	AL353354.2
chr1	28562620	28573417	ATP5IF1
chr1	28566020	28567964	AL353622.1
chr1	28573655	28574079	AL353622.2
chr1	28586029	28609002	SESN2
chr1	28655513	28662476	MED18
chr1	28696093	28826876	PHACTR4
chr1	28749066	28749166	Y_RNA
chr1	28780052	28780445	CR391992.1
chr1	28807874	28807992	RNU6ATAC27P
chr1	28832455	28865812	RCC1
chr1	28832492	28837404	SNHG3
chr1	28835071	28835274	SNORA73B
chr1	28843988	28844087	snoU13
chr1	28852830	28853739	PRDX3P2
chr1	28870972	28873054	AL513497.1
chr1	28879597	28905057	TRNAU1AP
chr1	28905050	28909644	SNHG12
chr1	28905261	28905334	SNORD99
chr1	28915835	28969597	TAF12
chr1	28918712	28921955	RAB42
chr1	28969740	28975093	LINC01715
chr1	28975112	28975242	AL360012.1
chr1	28995244	29045865	GMEB1
chr1	29016177	29016306	SCARNA24
chr1	29063133	29096287	YTHDF2
chr1	29138654	29197779	OPRD1
chr1	29194087	29197779	RP1-212P9.2
chr1	29196995	29203848	AL009181.1
chr1	29208238	29208347	Y_RNA
chr1	29213603	29446558	EPB41
chr1	29308790	29309120	AL138785.1
chr1	29312222	29312322	Y_RNA
chr1	29445941	29450415	TMEM200B
chr1	29471006	29473506	AL357500.1
chr1	29474255	29508412	SRSF4
chr1	29479001	29479503	RP11-242O24.5
chr1	29519385	29557454	MECR
chr1	29550445	29551328	AL590729.1
chr1	29563028	29653325	PTPRU
chr1	29580054	29580195	AL645859.1
chr1	29656132	29676626	LINC01756
chr1	29758993	29759074	AL139151.1
chr1	29814705	29823405	AL671862.1
chr1	30117392	30117525	AC092265.1
chr1	30181698	30182394	AC092265.1
chr1	30228022	30263444	AL645944.2
chr1	30357749	30357852	AL645944.1
chr1	30377712	30378204	AL645944.1
chr1	30486799	30510459	LINC01648
chr1	30613110	30614454	AL137076.1
chr1	30699370	30699462	AL021921.1
chr1	30882407	30884485	AL161638.2
chr1	30888672	30893955	AL161638.1
chr1	31184124	31196432	MATN1
chr1	31191351	31199674	MATN1-AS1
chr1	31204540	31206274	AL137857.1
chr1	31205316	31230621	LAPTM5
chr1	31212003	31212079	MIR4420
chr1	31283225	31288400	AL137027.1
chr1	31297064	31307711	LINC01778
chr1	31316670	31316957	RN7SKP91
chr1	31331005	31333101	AL445235.1
chr1	31342313	31381605	SDC3
chr1	31404353	31538838	PUM1
chr1	31408535	31408620	SNORD103A
chr1	31421964	31422049	SNORD103B
chr1	31441011	31441083	SNORD85
chr1	31509581	31510087	AL356320.2
chr1	31523719	31523881	AL356320.1
chr1	31567834	31568405	SELENOWP1
chr1	31581035	31581470	AC114495.1
chr1	31652592	31712734	NKAIN1
chr1	31732415	31769635	SNRNP40
chr1	31736092	31736528	AC114495.2
chr1	31769829	31837800	ZCCHC17
chr1	31805914	31819646	AL451070.1
chr1	31838472	31849697	FABP3
chr1	31882412	31907527	SERINC2
chr1	31902192	31902614	AC114494.1
chr1	31960436	31961777	AC209007.1
chr1	31970419	31970525	RNU6-40P
chr1	31971827	32048907	LINC01226
chr1	31971841	31974167	RP11-439L8.3
chr1	32037186	32043499	AC114488.1
chr1	32042086	32053287	TINAGL1
chr1	32083287	32098119	HCRTR1
chr1	32095467	32110497	PEF1
chr1	32109650	32125763	AC114488.2
chr1	32110295	32114972	AC114488.3
chr1	32117864	32169920	COL16A1
chr1	32192718	32230494	ADGRB2
chr1	32224261	32224336	MIR4254
chr1	32254731	32256923	AL354919.2
chr1	32256023	32281652	SPOCD1
chr1	32307620	32321169	AL354919.1
chr1	32317514	32387442	AL136115.2
chr1	32372022	32410457	PTP4A2
chr1	32379174	32380745	AL136115.1
chr1	32398621	32399576	AL136115.1
chr1	32437790	32452635	AL136115.3
chr1	32479469	32526451	KHDRBS1
chr1	32517892	32539075	AL445248.1
chr1	32537632	32568467	TMEM39B
chr1	32552550	32552608	MIR5585
chr1	32573657	32642164	KPNA6
chr1	32636334	32642169	AL049795.2
chr1	32645276	32663886	TXLNA
chr1	32665987	32670988	CCDC28B
chr1	32670370	32672415	AL049795.1
chr1	32671262	32674288	IQCC
chr1	32674695	32681797	DCDC2B
chr1	32680073	32687960	TMEM234
chr1	32687529	32697205	EIF3I
chr1	32697259	32707221	MTMR9LP
chr1	32712823	32714457	FAM167B
chr1	32716840	32751766	LCK
chr1	32752053	32752162	Y_RNA
chr1	32757684	32799236	HDAC1
chr1	32799440	32801834	MARCKSL1
chr1	32814795	32816264	AL109945.1
chr1	32817122	32829913	TSSK3
chr1	32826871	32829879	FAM229A
chr1	32830704	32860332	BSDC1
chr1	32867710	32868716	GAPDHP20
chr1	32887580	32887920	AL356986.1
chr1	32888815	32892390	LRRC37A12P
chr1	32923436	32923733	RN7SL122P
chr1	32930658	33066393	AL033529.1
chr1	32930673	32962287	ZBTB8B
chr1	33005028	33071542	ZBTB8A
chr1	33065773	33116504	ZBTB8OS
chr1	33105552	33105653	Y_RNA
chr1	33116743	33151812	RBBP4
chr1	33145961	33169197	SYNC
chr1	33183335	33190838	AC114489.1
chr1	33207431	33240571	KIAA1522
chr1	33240838	33283754	YARS
chr1	33282368	33324476	S100PBP
chr1	33327869	33338083	FNDC5
chr1	33351595	33364042	HPCA
chr1	33360195	33367039	TMEM54
chr1	33391055	33417239	AL031602.2
chr1	33391895	33392000	AL031602.1
chr1	33402046	33430286	RNF19B
chr1	33439154	33440064	AL031602.1
chr1	33439268	33439642	FKSG48
chr1	33445548	33446073	AL355864.1
chr1	33452553	33453834	AL355864.2
chr1	33452676	33498070	AL020995.1
chr1	33473541	33546597	AK2
chr1	33546705	33589093	AZIN2
chr1	33607472	33608831	AL662907.1
chr1	33611000	33647660	TRIM62
chr1	33628452	33631899	AL662907.2
chr1	33660389	33665954	AL662907.3
chr1	33722093	33766320	ZNF362
chr1	33726813	33727281	AL513327.3
chr1	33764975	33766320	AL513327.1
chr1	33772367	33786699	A3GALT2
chr1	33772949	33814846	AL513327.1
chr1	33789224	33896653	PHC2
chr1	33797994	33798093	MIR3605
chr1	33802167	33802465	RN7SKP16
chr1	33815953	33828846	AL513327.2
chr1	33907626	33907712	AL138837.1
chr1	33931850	33934555	TLR12P
chr1	33938246	33962107	ZSCAN20
chr1	33977608	33978343	AC115285.1
chr1	33979599	34631443	CSMD2
chr1	34304124	34305741	HSPD1P14
chr1	34326076	34330392	HMGB4
chr1	34334554	34359327	CSMD2-AS1
chr1	34578550	34578664	RNA5SP42
chr1	34632484	34684732	C1orf94
chr1	34641467	34641550	AC115286.1
chr1	34742460	34742893	AC115286.1
chr1	35105758	35151333	AC099565.1
chr1	35135200	35135295	MIR552
chr1	35178338	35325356	SMIM12
chr1	35220648	35224113	GJB5
chr1	35225341	35227928	GJB4
chr1	35227027	35253698	AL121988.1
chr1	35244162	35244245	AL121988.1
chr1	35246815	35251970	GJB3
chr1	35258600	35261348	GJA4
chr1	35316295	35317156	AL122010.1
chr1	35331037	35395251	DLGAP3
chr1	35409357	35409425	SNORD112
chr1	35439957	35450914	AC114490.3
chr1	35441300	35444307	AC114490.1
chr1	35447134	35497342	AC114490.2
chr1	35447136	35450954	TMEM35B
chr1	35451766	35497546	ZMYM6
chr1	35497773	35581460	ZMYM1
chr1	35519069	35524872	RPL12P45
chr1	35587623	35588085	EFCAB14P1
chr1	35607116	35612036	AL590434.1
chr1	35641979	35658746	SFPQ
chr1	35661570	35661663	Y_RNA
chr1	35729823	35730083	RN7SL136P
chr1	35734568	35887659	ZMYM4
chr1	35757801	35758099	RN7SL503P
chr1	35775875	35776026	SNORA62
chr1	35816323	35817208	RPL5P4
chr1	35824423	35831678	ZMYM4-AS1
chr1	35893417	35893494	RNY5P1
chr1	35899093	36023551	KIAA0319L
chr1	35975343	35977039	AC004865.1
chr1	36023074	36032875	NCDN
chr1	36035414	36043330	AC004865.2
chr1	36038915	36060929	TFAP2E
chr1	36065142	36107127	PSMB2
chr1	36171626	36171875	RN7SL281P
chr1	36179478	36184495	C1orf216
chr1	36185819	36235579	CLSPN
chr1	36204990	36209177	AL354864.1
chr1	36273617	36323491	AGO4
chr1	36335409	36396133	AGO1
chr1	36338871	36339353	AL139286.1
chr1	36374581	36376473	AL139286.3
chr1	36395321	36395716	AL139286.2
chr1	36396319	36538101	AGO3
chr1	36457710	36479231	AL138787.2
chr1	36545667	36549627	AL138787.1
chr1	36549695	36553876	TEKT2
chr1	36554493	36559533	ADPRHL2
chr1	36560840	36590823	COL8A2
chr1	36602171	36621654	TRAPPC3
chr1	36621180	36646450	MAP7D1
chr1	36657516	36657769	RN7SL131P
chr1	36690033	36770958	THRAP3
chr1	36707499	36707757	UBE2V2P4
chr1	36771988	36790487	SH3D21
chr1	36787632	36789755	EVA1B
chr1	36789335	36794822	AL591845.1
chr1	36795231	36801007	AL591845.2
chr1	36805225	36851497	STK40
chr1	36856839	36863509	LSM10
chr1	36868322	36868460	RNU4-27P
chr1	36881428	36916052	OSCP1
chr1	36884051	36884179	SNORA63
chr1	36921319	36929985	MRPS15
chr1	36931644	36948879	CSF3R
chr1	37095936	37096458	FTLP18
chr1	37169554	37176183	AL596257.1
chr1	37233723	37235326	AC117945.2
chr1	37235413	37241369	AC117945.1
chr1	37261128	37500116	GRIK3
chr1	37599090	37601747	AL031430.1
chr1	37620362	37790701	AL353604.1
chr1	37627164	37627235	MIR4255
chr1	37669211	37669317	RNU6-636P
chr1	37730278	37730387	RNA5SP43
chr1	37796453	37796597	RPS29P6
chr1	37816535	37940012	LINC01137
chr1	37940181	37949978	ZC3H12A
chr1	37958176	37980375	MEAF6
chr1	37966536	37966595	MIR5581
chr1	38000050	38019894	SNIP1
chr1	38010364	38010895	FTH1P1
chr1	38021848	38022100	AL034379.1
chr1	38022520	38032458	DNALI1
chr1	38032417	38061538	GNL2
chr1	38061727	38072937	AL513220.1
chr1	38076951	38100564	RSPO1
chr1	38147242	38157921	C1orf109
chr1	38158153	38175391	CDCA8
chr1	38179552	38230805	EPHA10
chr1	38203627	38203726	Y_RNA
chr1	38215874	38215974	snoU13
chr1	38242342	38245090	ACTN4P2
chr1	38248129	38248557	AL929472.1
chr1	38259474	38266809	MANEAL
chr1	38265392	38266551	AL929472.3
chr1	38268617	38273880	YRDC
chr1	38272651	38275126	C1orf122
chr1	38275246	38325264	MTF1
chr1	38292232	38293886	AL929472.1
chr1	38306658	38307348	AL929472.4
chr1	38326369	38327252	AL929472.2
chr1	38326369	38412729	INPP5B
chr1	38349909	38349989	SNORA63
chr1	38350695	38350789	RNU6-584P
chr1	38422647	38455747	SF3A3
chr1	38457134	38457241	RNU6-510P
chr1	38462442	38471278	FHL3
chr1	38474930	38490492	UTP11
chr1	38510283	38512466	POU3F1
chr1	38512986	38584697	AL139158.2
chr1	38546244	38546583	AL139158.1
chr1	38554903	38555001	MIR3659
chr1	38595136	38606265	AL139158.3
chr1	38615216	38628217	AL390839.1
chr1	38659291	38676012	AL390839.2
chr1	38674706	38680478	LINC01343
chr1	38849510	38850094	AL513479.1
chr1	38862331	38862437	RNU6-753P
chr1	38940497	38982192	LINC01685
chr1	39174603	39176562	AL354702.1
chr1	39219888	39281651	AL354702.2
chr1	39303870	39325444	RRAGC
chr1	39305005	39340166	AL139260.2
chr1	39325584	39430710	AL139260.1
chr1	39328165	39339040	MYCBP
chr1	39330173	39347289	AL139260.3
chr1	39340123	39347259	GJA9
chr1	39351479	39407502	RHBDL2
chr1	39392542	39392649	RNU6-605P
chr1	39416497	39416597	Y_RNA
chr1	39423947	39424597	EIF1P2
chr1	39456948	39471731	AKIRIN1
chr1	39491990	39500308	NDUFS5
chr1	39546988	39952849	MACF1
chr1	39586612	39586715	RNU6-608P
chr1	39619836	39619968	RNA5SP44
chr1	39672184	39672629	AL356055.1
chr1	39692342	39704292	AL442071.2
chr1	39715510	39723321	AL442071.1
chr1	39769966	39770570	HSPE1P8
chr1	39957308	39995541	BMP8A
chr1	39980628	39982162	OXCT2P1
chr1	39987952	40025343	PPIEL
chr1	40026488	40042462	PABPC4
chr1	40030724	40039532	PABPC4-AS1
chr1	40033046	40033180	SNORA55
chr1	40089107	40105315	HEYL
chr1	40099088	40099575	AL035404.2
chr1	40124793	40137710	NT5C1A
chr1	40144320	40157157	HPCAL4
chr1	40157854	40229586	PPIE
chr1	40183700	40184267	AL035404.1
chr1	40189238	40189299	RNU7-121P
chr1	40222854	40254537	BMP8B
chr1	40235195	40237020	OXCT2
chr1	40245641	40247090	AL033527.6
chr1	40254648	40255843	AL033527.3
chr1	40261515	40261668	AL033527.1
chr1	40265094	40275122	AL033527.5
chr1	40267086	40283132	AL033527.4
chr1	40303782	40349183	TRIT1
chr1	40347238	40347350	Y_RNA
chr1	40361098	40367928	MYCL
chr1	40363417	40364770	AL033527.2
chr1	40410562	40410670	Y_RNA
chr1	40420784	40435640	MFSD2A
chr1	40428352	40429076	AL663070.1
chr1	40505905	40538321	CAP1
chr1	40537133	40563399	PPT1
chr1	40598436	40599120	AL512599.1
chr1	40627059	40706593	RLF
chr1	40643515	40643621	RNU6-1237P
chr1	40711619	40717356	TMCO2
chr1	40722099	40723639	AL050341.2
chr1	40723908	40759852	ZMPSTE24
chr1	40728344	40728656	AL050341.1
chr1	40766161	40783485	COL9A2
chr1	40798750	40799229	AL031985.2
chr1	40810522	40888998	SMAP2
chr1	40830438	40830855	AL031985.1
chr1	40901871	40915711	AL031985.4
chr1	40915774	40929390	ZFP69B
chr1	40929991	40932439	AL031985.3
chr1	40938727	40939731	AL603839.4
chr1	40942962	40962015	ZFP69
chr1	40958829	40974333	AL603839.3
chr1	40974413	40982228	EXO5
chr1	40980133	40980729	AL603839.1
chr1	40981426	40982846	AL603839.2
chr1	40997245	41013839	ZNF684
chr1	41025338	41050007	AL356379.2
chr1	41029206	41029331	AL356379.1
chr1	41059305	41060025	GTF2F2P2
chr1	41086352	41131354	RIMS3
chr1	41125520	41133152	AL031289.2
chr1	41134761	41153260	AL031289.1
chr1	41156052	41157738	NFYC-AS1
chr1	41157320	41237275	NFYC
chr1	41220027	41220118	MIR30E
chr1	41222956	41223044	MIR30C1
chr1	41249459	41306124	KCNQ4
chr1	41270518	41270811	RN7SL326P
chr1	41326723	41328038	CITED4
chr1	41329586	41342342	AC119677.1
chr1	41403776	41405435	AL391730.1
chr1	41404966	41411196	AL391730.2
chr1	41407923	41408187	UBE2V1P8
chr1	41445360	41478237	CTPS1
chr1	41480262	41509562	SLFNL1-AS1
chr1	41481269	41488909	SLFNL1
chr1	41492872	41707826	SCMH1
chr1	41564310	41564808	RPL23AP17
chr1	41707444	41804316	AC093151.8
chr1	41708045	41750533	AC093151.3
chr1	41730222	41730534	AC093151.1
chr1	41768604	41771820	AC093151.6
chr1	41827594	41849262	FOXO6
chr1	41840676	41841341	AC093151.2
chr1	41932608	41932699	RNA5SP45
chr1	41944446	41950354	EDN2
chr1	41972036	42501596	HIVEP3
chr1	42001114	42001539	AL445933.2
chr1	42007740	42009981	AL445933.1
chr1	42050977	42094487	AC119676.1
chr1	42224812	42224898	AL451006.1
chr1	42501814	42517455	AL158216.1
chr1	42506268	42507400	HNRNPFP1
chr1	42606306	42607062	AC114492.1
chr1	42619081	42621491	GUCA2B
chr1	42628361	42630416	GUCA2A
chr1	42642210	42801548	FOXJ3
chr1	42801057	42804047	AC096540.1
chr1	42846463	42889903	RIMKLA
chr1	42878069	42878465	AL513331.1
chr1	42896000	42921924	ZMYND12
chr1	42921788	42939056	PPCS
chr1	42928892	43122861	CCDC30
chr1	42957410	42958164	AL445669.1
chr1	42965876	42966010	TMSB4XP1
chr1	43034704	43034810	RNU6-536P
chr1	43036641	43037061	AL445669.2
chr1	43124094	43142429	PPIH
chr1	43124358	43147831	AC098484.4
chr1	43144406	43147330	AC098484.2
chr1	43148089	43169476	YBX1
chr1	43198764	43205925	CLDN19
chr1	43212006	43232755	P3H1
chr1	43232920	43245162	C1orf50
chr1	43232963	43260164	AC098484.3
chr1	43241484	43242461	AC098484.1
chr1	43250678	43282290	TMEM269
chr1	43272723	43283068	SVBP
chr1	43282793	43310662	ERMAP
chr1	43298193	43312093	AL512353.1
chr1	43312244	43318148	ZNF691
chr1	43352268	43354438	AL512353.2
chr1	43356765	43358101	AL512353.3
chr1	43368903	43369583	ATP6V1E1P1
chr1	43391046	43424847	SLC2A1
chr1	43417873	43418312	ATP6V0CP4
chr1	43424720	43462485	SLC2A1-AS1
chr1	43424736	43427535	AC099795.1
chr1	43457109	43457215	RNU6-880P
chr1	43489220	43489308	RNU6-870P
chr1	43569757	43570168	AL161637.1
chr1	43610824	43622067	FAM183A
chr1	43629846	43736607	EBNA1BP2
chr1	43637820	43720029	CFAP57
chr1	43662088	43662207	RNA5SP46
chr1	43735654	43739673	TMEM125
chr1	43747554	43751288	C1orf210
